text	local_time	like_count	user_screen_name	retweet_count	reply_count
"Déjà hors-de-prix depuis plusieurs mois, le coût des carburants, du gaz et du fioul va devenir insupportable pour les Français. 

Il est intolérable que le gouvernement ne baisse pas la TVA de 20% à 5,5%, comme je le propose depuis six mois.  Je le ferai dès mon élection. « libe: Guerre en #Ukraine : vers une «hausse brutale» des prix de l’essence, craint le patron de Système U 📈   https://www.liberation.fr/economie/guerre-en-ukraine-vers-une-hausse-brutale-des-prix-de-lessence-craint-le-patron-de-systeme-u-20220303_AWMJ4GLVGRHKNPNBZOBOHKBW7E/?utm_medium=Social&xtor=CS7-51-&utm_source=Twitter#Echobox=1646307678 — https://twitter.com/libe/status/1499349192275378186 »"	2022-03-03T14:57:51	629	MLP_officiel	245	69
"Le droit d’asile est devenu, à force d’abus et de laxisme, une filière d’immigration clandestine, notamment à travers les faux « #migrants mineurs isolés » : je mettrai fin à ce détournement du droit d’asile. 

👉🏻 https://mlafrance.fr/pdfs/projet-controle-de-limmigration.pdf https://twitter.com/MLP_officiel/status/1480952317298020358/photo/1"	2022-01-11T17:18:41	681	MLP_officiel	242	32
"Bien arrivée à #Béziers, première étape de mon déplacement en Occitanie. 

Merci à @RobertMenardFR pour son accueil chaleureux ! https://twitter.com/MLP_officiel/status/1479187995194535936/photo/1"	2022-01-06T20:27:54	992	MLP_officiel	242	93
📹 L'immigration est un problème majeur pour notre pays. On a largement dépassé le seuil de tolérance. Quand on aura baissé l'immigration, notamment clandestine, il y aura une baisse importante de la délinquance qui en est bien souvent la conséquence. @CNEWS #DemandezLeProgramme https://twitter.com/MLP_officiel/status/1507110680700276746/video/1	2022-03-24T21:42:41	543	MLP_officiel	240	56
📹 Je veux changer radicalement la politique d'immigration en France. Les Français n'en peuvent plus et n'en veulent plus de cette immigration massive et dérégulée : il y a saturation ! On ne peut plus faire face ! #QuestionsPol https://twitter.com/MLP_officiel/status/1495375802493460484/video/1	2022-02-20T12:32:28	560	MLP_officiel	239	27
📹 Emmanuel #Macron a encore déclaré hier que l’immigration est une chance pour notre pays, or on voit bien, notamment à #Mayotte, que c'est un appauvrissement et que ça perturbe très gravement la vie quotidienne. @mayottela1ere https://twitter.com/MLP_officiel/status/1471537021202087940/video/1	2021-12-16T17:45:40	684	MLP_officiel	239	28
"Nous assistons à une immigration de peuplement que les Français n’ont pas voulue. Je leur rendrai la parole sur ce sujet fondamental, en les consultant par referendum sur l’arrêt de l’immigration. #MarinePrésidente

👉🏻 https://www.mlafrance.fr https://twitter.com/MLP_officiel/status/1492842459382042627/photo/1"	2022-02-13T12:45:52	619	MLP_officiel	237	71
📹 Beaucoup de Français sont en train de refluer du vote Zemmour, car il n'apporte pas de plus-value sur l'immigration et l'insécurité et parce qu'il a un programme économique proche de celui de Macron. @objectifgard https://twitter.com/MLP_officiel/status/1500429696701542401/video/1	2022-03-06T11:14:50	568	MLP_officiel	236	124
Retrouvez dans notre nouveau livret thématique le référendum sur l’immigration que je soumettrai aux Français, ainsi que les autres mesures pour reprendre le contrôle de notre politique migratoire 👉🏻 https://mlafrance.fr/pdfs/projet-controle-de-limmigration.pdf https://twitter.com/MLP_officiel/status/1480510732433334274/photo/1	2022-01-10T12:03:59	646	MLP_officiel	232	67
📹 Je veux que les prestations de solidarité soient soumises à 5 ans de présence et de travail équivalent temps plein pour les étrangers, et je veux réserver les allocations familiales exclusivement aux Français. #BourdinDirect https://twitter.com/BFMTV/status/1481178232879779842/video/1	2022-01-12T08:29:11	638	MLP_officiel	232	27
